benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,layer_id,qubit_id,gate_type,axis_id,param_index,param_id,n_seeds,param_grad_mean,param_grad_variance_across_seeds,param_mean_abs_grad,param_near_zero_ratio
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-0.004167459348288605,0.00014606736089404812,0.008791773250551254,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.02890498959608355,0.006071430266923272,0.04926808383148825,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,4.421616944942839e-18,6.4108205368022824e-34,1.9789007294401145e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.003310277843875266,2.1675534780632736e-05,0.0036262184325805413,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,0.0250430766962109,0.0010535514696954711,0.025043076696210895,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,9.693792274633987e-18,2.119738483708532e-34,1.3627480502211535e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,-0.010098631254027827,0.0003736077518716765,0.01181185012850349,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,-0.005234126352763692,3.2544410265910334e-05,0.0054885263103911725,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,1.1387341318839512e-18,6.051113700592715e-34,1.9308030686402437e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,0.00025831250177035087,8.815065329494393e-08,0.0002583125017703509,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,-0.005029563092039328,8.788660553767219e-05,0.005538225935312251,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,-7.869653177975274e-19,1.6713865298978302e-34,9.384603795931564e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,4,RX,0,12,layer_000_wire_004_RX,3,5.057819877857753e-05,7.982472399866286e-09,6.796135047459808e-05,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,4,RY,1,13,layer_000_wire_004_RY,3,4.780529651251186e-05,4.418305487405361e-09,6.479757393515267e-05,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,4,RZ,2,14,layer_000_wire_004_RZ,3,-1.7300758134203311e-18,1.8155333479563447e-36,1.7300758134203311e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,5,RX,0,15,layer_000_wire_005_RX,3,-5.6520933286060895e-05,2.1821649263931477e-09,5.65209332860609e-05,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,5,RY,1,16,layer_000_wire_005_RY,3,2.789521826957301e-05,7.063174733790163e-11,2.789521826957301e-05,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,5,RZ,2,17,layer_000_wire_005_RZ,3,2.737066617446106e-18,1.7650088205310427e-35,2.984266617732103e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,6,RX,0,18,layer_000_wire_006_RX,3,2.239754686688259e-06,1.1368225355994499e-10,7.379834036403493e-06,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,6,RY,1,19,layer_000_wire_006_RY,3,9.165268551230532e-06,4.5014514371851473e-11,9.165268551230532e-06,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,6,RZ,2,20,layer_000_wire_006_RZ,3,-3.930959766217357e-18,1.138572557426768e-34,9.508670830878243e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,7,RX,0,21,layer_000_wire_007_RX,3,4.629622846962376e-07,3.905262918359943e-12,1.5101380746773729e-06,0.3333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,7,RY,1,22,layer_000_wire_007_RY,3,7.5948749684497895e-06,9.193314353252405e-11,7.5948749684497895e-06,0.3333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0,7,RZ,2,23,layer_000_wire_007_RZ,3,-7.562723512916493e-18,4.818913440540406e-35,7.562723512916493e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-0.015659635160418593,0.00043984564825125954,0.015659635160418593,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.01177488220533838,0.0005303226625374142,0.017941472479679543,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,1.7392484176341833e-18,2.121067058831213e-34,1.1413599184231783e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.0030872595708844857,2.2765781978336416e-05,0.0034011398129443625,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,0.02476931938504623,0.001071919500224524,0.02476931938504623,0.0
