benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,layer_id,qubit_id,gate_type,axis_id,param_index,param_id,n_seeds,param_grad_mean,param_grad_variance_across_seeds,param_mean_abs_grad,param_near_zero_ratio
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,4.622459122007962e-18,5.377231522005887e-34,1.5392792999627774e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,-0.010926842923852854,0.000344182662513844,0.010968125248233934,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,-0.0052819846757527576,3.058548812585806e-05,0.005288114786580839,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,5.563148458570812e-18,3.8225407622783133e-35,6.346683493486118e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-0.0002688642499629623,3.679812274333031e-07,0.00037709826279935804,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,-0.00519568366725336,8.540709754948542e-05,0.005550883348313701,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,5.534339048850948e-18,1.625894392374212e-35,5.534339048850948e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,4,RX,0,12,layer_000_wire_004_RX,3,0.00019304611697876846,4.69365341523769e-08,0.00019304611697876846,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,4,RY,1,13,layer_000_wire_004_RY,3,-0.0005691267296955166,1.0519847835475175e-06,0.0006119519808468348,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,4,RZ,2,14,layer_000_wire_004_RZ,3,-2.713880439122423e-18,7.059098687693856e-35,7.078431962331275e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,5,RX,0,15,layer_000_wire_005_RX,3,-0.0004180493284235935,5.120671723481098e-07,0.0004180493284235935,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,5,RY,1,16,layer_000_wire_005_RY,3,8.780850401765272e-05,1.599490194506139e-08,8.780850401765272e-05,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,5,RZ,2,17,layer_000_wire_005_RZ,3,2.659719741175945e-18,1.6898951164299473e-35,4.026145139177227e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,6,RX,0,18,layer_000_wire_006_RX,3,0.000250318148684433,2.537218992477996e-07,0.0003032266765026353,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,6,RY,1,19,layer_000_wire_006_RY,3,-0.0008229445448739137,2.018086610905492e-06,0.0008280267076560174,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,6,RZ,2,20,layer_000_wire_006_RZ,3,-2.5837441490564032e-18,3.2388250233960016e-35,4.6894346998915925e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,7,RX,0,21,layer_000_wire_007_RX,3,-1.3889209645795134e-05,2.908891454413233e-09,3.5064989075481736e-05,0.3333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,7,RY,1,22,layer_000_wire_007_RY,3,0.00030578548773794475,2.2999459335048592e-07,0.0003057858625744901,0.3333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,same_entangling_gate_count,0,7,RZ,2,23,layer_000_wire_007_RZ,3,7.13183900849893e-18,3.196103165066757e-34,1.1297954495985223e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-4.325514917311961e-18,7.321017081711272e-35,6.082825938548882e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,-1.5847421754496455e-17,1.246471679303563e-33,2.3942797975721557e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,-4.114881368218576e-18,2.882692727560297e-35,4.114881368218576e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.03851068221269007,0.004244728969290951,0.03851068221269007,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,0.03182855355956864,0.007116236001986419,0.05435921752576489,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,9.816018606048906e-18,8.027548098952106e-34,1.8114019971179824e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,3.198396408832238e-18,2.024994730802784e-34,1.183587371630009e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,-2.211772431870429e-17,4.256229945457339e-34,2.211772431870429e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-3.773152033696106e-18,2.6768700782747146e-35,3.987067400845099e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,0.08639132742200667,0.02406129834494358,0.09058994898118054,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,0.027444492549791737,0.002893784226460958,0.048988699773547174,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,-2.420042155789841e-17,1.112841275216031e-33,2.5722818929507866e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,4,RX,0,12,layer_000_wire_004_RX,3,1.8847047765039683e-17,4.040183879562459e-34,1.8847047765039686e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,4,RY,1,13,layer_000_wire_004_RY,3,-2.1286502653132068e-17,2.9753211795678116e-33,3.422464857812576e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,4,RZ,2,14,layer_000_wire_004_RZ,3,-6.4346386133124335e-18,4.113056164143624e-34,1.343463701567186e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,5,RX,0,15,layer_000_wire_005_RX,3,0.07396824106981291,0.010907076289731674,0.07396824106981291,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,5,RY,1,16,layer_000_wire_005_RY,3,-0.017915639905550215,0.0003106895997870396,0.017915639905550215,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,5,RZ,2,17,layer_000_wire_005_RZ,3,1.0267022355703236e-17,8.985045001752436e-35,1.0267022355703236e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,6,RX,0,18,layer_000_wire_006_RX,3,-1.3823577699190182e-17,2.194030818451029e-34,1.4980060016508052e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,6,RY,1,19,layer_000_wire_006_RY,3,-1.9154238380577244e-17,1.8940662108509465e-33,2.710505431213761e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,6,RZ,2,20,layer_000_wire_006_RZ,3,-5.198155307233646e-18,1.0733647183381652e-34,9.591178059897845e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,7,RX,0,21,layer_000_wire_007_RX,3,0.010362441781604084,2.3549017235575964e-05,0.010362441781604085,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,7,RY,1,22,layer_000_wire_007_RY,3,-0.038677176387878424,0.008202249058584788,0.05610543863774529,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0,7,RZ,2,23,layer_000_wire_007_RZ,3,3.174634667355141e-17,2.0450960187036727e-33,3.174634667355141e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-0.005262301832947666,5.9723560928871627e-05,0.005262301832947666,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.0026122672590832992,5.37044851146896e-05,0.004803854724663569,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,-2.2724714764842506e-17,3.212803281449254e-34,2.2724714764842506e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,-4.2148359455373985e-18,4.231803540189236e-34,1.3972655497906938e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,-2.58401517775712e-18,9.816151696480393e-34,2.3653677396392087e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,-2.5622251048345427e-17,5.22838822455377e-34,2.6107111398754302e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,0.0010828329859618566,3.6040742353870675e-06,0.0017967322438332681,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,-0.0031483155350759103,3.982117427104717e-05,0.0038074172023263198,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,2.1949934487929803e-17,8.6556982788121e-34,2.749124995705115e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-1.9371078815074348e-17,2.639314935592891e-33,3.2887465898726966e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,5.990217002982412e-18,2.5147931047476915e-33,4.034135583456481e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,1.5992026357840023e-17,1.6409709671253936e-33,2.5756579064625846e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,4,RX,0,12,layer_000_wire_004_RX,3,0.0009916082269655663,1.5938854467778713e-06,0.001302107464733993,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,4,RY,1,13,layer_000_wire_004_RY,3,0.0018218925419181053,4.377210619320553e-06,0.0020149152676055253,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,4,RZ,2,14,layer_000_wire_004_RZ,3,-8.490434073237958e-18,1.0871614033563403e-33,2.3820974942679078e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,5,RX,0,15,layer_000_wire_005_RX,3,-7.842395714311815e-18,3.852868854758928e-34,1.6732853528692953e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,5,RY,1,16,layer_000_wire_005_RY,3,-5.1906179007743525e-18,9.098728514837677e-34,2.3188373964033726e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,5,RZ,2,17,layer_000_wire_005_RZ,3,-2.5561937323538113e-17,9.174732353893577e-34,3.1836949300438344e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,6,RX,0,18,layer_000_wire_006_RX,3,5.427853515108756e-05,1.4178692302475423e-05,0.002736125529060614,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,6,RY,1,19,layer_000_wire_006_RY,3,0.005189727622535324,3.945945043803593e-05,0.005189727622535324,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,6,RZ,2,20,layer_000_wire_006_RZ,3,9.689186627516543e-18,1.1827588636374318e-34,1.124099193661678e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,7,RX,0,21,layer_000_wire_007_RX,3,6.444226662710717e-18,5.478478665728621e-35,6.444226662710717e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,7,RY,1,22,layer_000_wire_007_RY,3,1.3595443492063023e-17,4.740214183528652e-34,2.0462057251137884e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,same_entangling_gate_count,0,7,RZ,2,23,layer_000_wire_007_RZ,3,4.680216133378291e-19,5.066736994848823e-35,5.322886620211918e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,4.336808689942018e-18,6.846079099189002e-35,4.915049848600954e-18,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,-1.850371707708594e-17,1.0271626370065259e-33,1.850371707708594e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,1.2623295946776683e-17,3.565367705815624e-34,1.444452855670378e-17,1.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.013392454522053017,0.0018834383754836063,0.02865341321390277,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,0.025343315271763974,0.01795815307627102,0.10893609851636836,0.0
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,2.6617953500043035e-17,1.3598421269234333e-34,2.6617953500043035e-17,1.0
