benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,mean_param_grad_variance_across_seeds,median_param_grad_variance_across_seeds,min_param_grad_variance_across_seeds,max_param_grad_variance_across_seeds,mean_param_abs_grad,mean_param_near_zero_ratio,n_params,n_seeds,log10_mean_param_grad_variance_across_seeds,log10_median_param_grad_variance_across_seeds,n_runs,mean_objective_value,mean_spatial_grad_variance,mean_grad_norm,mean_normalized_grad_norm,mean_abs_grad,mean_near_zero_ratio,mean_n_entangling_gates,mean_actual_entangling_budget,mean_target_entangling_budget,mean_layer_grad_norm,max_layer_near_zero_ratio,mean_layer_near_zero_ratio
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,4,4,same_entangling_gate_count,0.00018471172066777012,0.00010921541379772748,1.9933947043914494e-36,0.0010155212582034418,0.009978704710940613,0.08333333333333333,96,3,-3.733505546033303,-3.9617160644252563,3,0.008427336845807716,0.00018008246659696528,0.13125742377424646,0.013396404716631732,0.009978704710940612,0.08333333333333333,32.0,32.0,28.0,0.06501625407581497,0.3333333333333333,0.08333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,8,7,same_entangling_gate_count,0.000227767335361304,0.00015303887150719191,2.4082854958164566e-36,0.0013401938270453126,0.011823199276467104,0.047619047619047616,168,3,-3.6425085589642014,-3.815198245411539,3,0.017424865634106168,0.0002297077936682238,0.1970149762405725,0.015200035413311141,0.011823199276467106,0.047619047619047616,56.0,56.0,56.0,0.07303230965122916,0.3333333333333333,0.047619047619047616
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,same_entangling_gate_count,0.0024066504795008745,1.1796564772597971e-33,2.6768700782747146e-35,0.02406129834494358,0.016283346245328977,0.6666666666666666,24,3,-2.618586978211141,-30.0,3,-0.06259718522757764,0.0021452097725125113,0.17076958892066896,0.034858196370039875,0.016283346245328977,0.6666666666666666,7.0,7.0,7.0,0.17076958892066896,0.6666666666666666,0.6666666666666666
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,2,2,same_entangling_gate_count,0.0005000928521870027,4.181408069169366e-05,1.1073401679402371e-35,0.004140097415721425,0.009069376154549108,0.3541666666666667,48,3,-3.300949352766723,-4.378677447005783,3,0.02612616970829912,0.0004290863004855437,0.11575854151154293,0.016708306275671946,0.009069376154549108,0.3541666666666667,14.0,14.0,14.0,0.0809667537169339,0.6666666666666666,0.3541666666666667
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,4,4,same_entangling_gate_count,0.0025595614868373696,0.001106870432472599,4.012354050806741e-36,0.021136410521723447,0.03340755361516836,0.17708333333333334,96,3,-2.591834433187994,-2.9559032135887535,3,-0.08366037943577681,0.0023471784379872638,0.4783174858440253,0.04881807397369908,0.03340755361516836,0.17708333333333334,28.0,28.0,28.0,0.23505237620941408,0.6666666666666666,0.17708333333333334
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,8,8,same_entangling_gate_count,0.0017090175337478222,0.0011204463699397771,2.4465955755114546e-35,0.015243802829422646,0.031078250658699985,0.08854166666666667,192,3,-2.7672534815912213,-2.9506089260960118,3,0.028030044419756258,0.0017420541333978596,0.5783273436866162,0.04173718094464864,0.031078250658699985,0.08854166666666667,56.0,56.0,56.0,0.20215467285739008,0.6666666666666666,0.08854166666666667
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,same_entangling_gate_count,0.003493648330862426,0.002339680685482963,1.0673769955474082e-35,0.01795815307627102,0.037535905167490835,0.4166666666666667,24,3,-2.4567208130486837,-2.630843410109278,3,-0.0344353694120588,0.0034615006746085875,0.29436690913607916,0.060087393711967814,0.037535905167490835,0.4166666666666667,7.0,7.0,7.0,0.29436690913607916,0.4166666666666667,0.4166666666666667
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,2,2,same_entangling_gate_count,0.0011412206750123848,0.00010929520697386855,6.432551539106252e-35,0.010906283793552926,0.01917738306318702,0.25,48,3,-2.9426303690142106,-3.9613988831595623,3,-0.0043752269029615235,0.0010455850116035802,0.22723127640265506,0.032798009649843786,0.01917738306318702,0.25,14.0,14.0,14.0,0.15996694328730887,0.5,0.25
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,4,4,same_entangling_gate_count,0.0007583250541958873,0.0003533221510685497,8.016039161987032e-37,0.004383174110442518,0.01764989754825775,0.11458333333333333,96,3,-3.120144595181479,-3.4518291341890612,3,-0.04456692585421215,0.0006577402461936526,0.2510035097207471,0.02561793843598116,0.017649897548257753,0.11458333333333333,28.0,28.0,28.0,0.12201798325487918,0.4166666666666667,0.11458333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,8,8,same_entangling_gate_count,0.00024482776429758543,0.00012295265416776988,3.252763350333087e-35,0.0019953762302539904,0.011235174254826579,0.057291666666666664,192,3,-3.6111393332686856,-3.910262091748567,3,-0.021662449992203417,0.00023560530856260847,0.2113256049706921,0.015251111864561203,0.011235174254826579,0.057291666666666664,56.0,56.0,56.0,0.07195674911895841,0.4166666666666667,0.057291666666666664
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,same_entangling_gate_count,0.0003244527691138214,1.0280769854623451e-10,1.8155333479563447e-36,0.006071430266923272,0.004586203844933519,0.3611111111111111,24,3,-3.4888485149072292,-9.987974362860568,3,-0.026245249409033555,0.00027830385594772403,0.06770640086162039,0.013820511202608772,0.004586203844933519,0.3611111111111111,7.0,7.0,7.0,0.06770640086162039,0.4166666666666667,0.3611111111111111
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,2,2,same_entangling_gate_count,0.0009470579434964583,5.343636300365612e-05,7.1157951155684e-36,0.007155804432580902,0.015629978689179643,0.16666666666666666,48,3,-3.0236234489049187,-4.2721631085638485,3,0.01726475583781579,0.0008823911143175739,0.20230278449270897,0.029199891771169093,0.015629978689179643,0.16666666666666666,14.0,14.0,14.0,0.14106321558497192,0.3333333333333333,0.16666666666666666
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,4,4,same_entangling_gate_count,0.0005155587231606859,8.759625155676128e-05,7.522295772385485e-36,0.005095800525908987,0.01452311045321851,0.08333333333333333,96,3,-3.287721860560559,-4.057514477884946,3,-0.01077102072224409,0.0005442948982872885,0.22792095594517903,0.023262085156377194,0.01452311045321851,0.08333333333333333,28.0,28.0,28.0,0.11038881304703063,0.3333333333333333,0.08333333333333333
random_bp,expectation_value,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,8,8,same_entangling_gate_count,0.00028520065101885655,0.00014457716401540147,2.5263837567262596e-36,0.0026545317440727985,0.012355903868028395,0.041666666666666664,192,3,-3.5448494874682286,-3.839900298502742,3,-0.01895985646799806,0.0002912838419749133,0.23580446285661524,0.01701772126329774,0.012355903868028395,0.041666666666666664,56.0,56.0,56.0,0.0812681267431387,0.3333333333333333,0.041666666666666664
