benchmark_mode,objective_type,budget_normalization,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,layer_id,layer_mean_abs_grad,layer_grad_variance,layer_grad_norm,layer_max_abs_grad,layer_min_abs_grad,layer_near_zero_ratio
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,7,7,7,0,0,0.006341284515013511,0.0005715533780101064,0.11909642870011115,0.11725961014135769,1.6946802267990414e-18,0.3333333333333333
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,7,7,7,1,0,0.006960119301365193,0.0002625108291816404,0.07940825520002288,0.062183743995903144,1.8870519761552205e-19,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,1,1,7,7,7,2,0,0.000457207718421851,8.473606514253299e-07,0.004614518684727106,0.0025698283117134933,3.708000004289949e-19,0.3333333333333333
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,7,8,8,3,0,0.0024658243325534446,5.9809948702539165e-05,0.03862409595441628,0.0363866285004329,4.49921643202522e-18,0.3333333333333333
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,7,8,8,4,0,0.005841812057015121,0.0002256539940619714,0.07368247092234502,0.062183453486548856,3.850780332569224e-19,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,8,1,1,7,8,8,5,0,0.0025347071916929473,6.577606532928647e-05,0.04106235032701769,0.039797192913495615,1.1753025523729606e-18,0.3333333333333333
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,7,7,7,6,0,0.006602161991532046,0.00017295613434750173,0.06454427684962136,0.033795995949294375,0.0,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,7,7,7,7,0,0.0021553198468102267,7.28485899918254e-05,0.04300682036503705,0.04265284562932819,3.2087305072349086e-19,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,8,1,1,7,7,7,8,0,0.040092556897644654,0.006189824593198207,0.4047576695473485,0.2654719146047808,1.5930444717310537e-18,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,7,8,8,9,0,0.0012820741151715355,1.0405915408509036e-05,0.015824710915451578,0.010815670855587675,0.0,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,7,8,8,10,0,0.0010001055622751254,7.18365081738165e-06,0.013607081008731864,0.01237073349644838,3.748510743660792e-18,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,8,1,1,7,8,8,11,0,0.001081968058516668,9.264821443937034e-06,0.015095292934141373,0.014143801562009395,2.327707963650355e-18,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,7,7,7,12,0,0.039154796470586874,0.0034038257421270257,0.30211026274538927,0.1310070914074701,0.0,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,7,7,7,13,0,0.035250315434973,0.0035866760737567234,0.2936090808261048,0.14068649048466672,0.0,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,8,1,1,7,7,7,14,0,0.03820260359691263,0.0033940002079420133,0.2873813838367434,0.1242680130890594,2.0933992817358888e-19,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,1,1,7,8,8,15,0,0.03345507538568274,0.0028676706339883953,0.2721230157558,0.1201961483906112,1.1624216690441995e-18,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,1,1,7,8,8,16,0,0.029310473243635598,0.002911087172653421,0.2649249548781393,0.14067022495289633,1.2516568114767562e-19,0.5
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,8,1,1,7,8,8,17,0,0.032665155871911815,0.00291325642441358,0.2713570061671198,0.12417549970158322,4.897145118572361e-18,0.4166666666666667
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,2,2,14,14,7,18,0,0.026644689197951942,0.0014019541812203093,0.1849542013861307,0.10080076065984388,0.0003148768724388286,0.0
random_bp,expectation_value,same_entangling_gate_count,bcw_8q_random_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,8,2,2,14,14,7,18,1,0.012243496776149145,0.00039651548981502156,0.1100905517228138,0.06723963667885663,1.6838190056702191e-18,0.3333333333333333
