seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.4539551911807926,-1.0753469105354154,0.5333333333333333,0.7833333333333333,0.7936507936507936,8,6,0
1,-1.4646954749002237,-0.40069989353959734,0.48333333333333334,0.75,0.7887323943661971,7,6,0
2,-1.2836281761676438,0.11645537976871181,0.43333333333333335,0.7833333333333333,0.7868852459016393,8,6,0
