epoch,training_loss,validation_loss,accuracy,f1,roc_auc,grad_norm,spatial_grad_variance,near_zero_ratio,depth,n_entangling_gates,entangler_strength,scheduler_action,mutation_status,n_commits,n_rollbacks
0,0.6971219177525798,0.6984679243544022,0.4666666666666667,0.36,0.4822222222222223,0.0496877105663112,6.66547360764849e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
1,0.6953848440043474,0.6970570868899182,0.4666666666666667,0.36,0.49333333333333335,0.04675802485019653,5.8962635238874336e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
2,0.6937554560316972,0.6957907432850896,0.45,0.35294117647058826,0.4988888888888889,0.043887317764869246,5.1921069513581414e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
3,0.692240408772072,0.6946208612351208,0.45,0.35294117647058826,0.5011111111111111,0.04098701459902611,4.528105891349767e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
4,0.6908482218748765,0.6935292234857021,0.43333333333333335,0.37037037037037035,0.5155555555555555,0.03809230598934774,3.9120050707085135e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
5,0.6895823587507219,0.6924990075637375,0.43333333333333335,0.39285714285714285,0.5188888888888888,0.03528361352727545,3.358317622461717e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
6,0.6884380094095663,0.6915081319161501,0.48333333333333334,0.4745762711864407,0.5311111111111111,0.032664875759452004,2.880981481996205e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
7,0.6874010506597399,0.6905340216961925,0.5166666666666667,0.5084745762711864,0.5422222222222223,0.030338462575895928,2.4883315866159036e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
8,0.6864522893192505,0.6895630883147594,0.5166666666666667,0.5084745762711864,0.5511111111111111,0.028373020510916523,2.1796734107091e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
9,0.6855729604210179,0.6885926190310135,0.5166666666666667,0.5245901639344263,0.5688888888888889,0.0267940943347579,1.9471618894045164e-05,0.3611111111111111,2,10,1.0,keep,none,0,0
10,0.6795075953265589,0.6876267628785189,0.5166666666666667,0.5245901639344263,0.5788888888888889,0.09675938879511849,0.00017303756562225828,0.24074074074074073,3,15,1.0,add_layer,committed,1,0
11,0.6748339621177626,0.6924466038629904,0.48333333333333334,0.20512820512820512,0.5588888888888889,0.09525955589103026,0.0001678370015159646,0.24074074074074073,3,15,1.0,keep,none,1,0
12,0.6702772795312356,0.6884721818649365,0.5166666666666667,0.2564102564102564,0.5755555555555556,0.09335611172155962,0.0001612866502725527,0.24074074074074073,3,15,1.0,keep,none,1,0
13,0.6658514893878441,0.6844694285445383,0.5,0.25,0.6055555555555555,0.09118493866124747,0.00015392903110319554,0.24074074074074073,3,15,1.0,keep,none,1,0
14,0.6615337121105993,0.6804102766901672,0.55,0.34146341463414637,0.6344444444444445,0.08891019547674286,0.0001463751950267253,0.24074074074074073,3,15,1.0,keep,none,1,0
15,0.6573044980204066,0.6763385905013404,0.5666666666666667,0.35,0.6544444444444445,0.08661000552743496,0.00013891184697674666,0.24074074074074073,3,15,1.0,propose_reduce_entanglement,in_progress,1,0
16,0.6531600218572574,0.6722924390954463,0.5833333333333334,0.3902439024390244,0.6744444444444445,0.08430262112439342,0.00013160720589154863,0.24074074074074073,3,14,0.9045084971874737,keep,in_progress,1,0
17,0.6491066909730699,0.6682957232779934,0.6,0.45454545454545453,0.6955555555555556,0.0819814915451057,0.00012444510918402485,0.24074074074074073,3,10,0.6545084971874737,keep,in_progress,1,0
18,0.6451588236358686,0.6643773545833225,0.6166666666666667,0.5106382978723404,0.71,0.0796497483822151,0.0001174400312682153,0.24074074074074073,3,5,0.34549150281252633,keep,in_progress,1,0
19,0.6413342320046198,0.6605707334421658,0.6333333333333333,0.5416666666666666,0.7344444444444445,0.07733567193984078,0.00011067800301702348,0.24074074074074073,3,1,0.09549150281252633,keep,in_progress,1,0
20,0.6376492608443898,0.6569086346272726,0.65,0.5882352941176471,0.7544444444444445,0.07508991086507501,0.00010429831036402866,0.24074074074074073,3,0,0.0,propose_reduce_entanglement,in_progress,2,0
21,0.6341146923230375,0.6534190345382745,0.6666666666666666,0.6,0.7655555555555555,0.0729719858890026,9.84483510914281e-05,0.24074074074074073,3,14,0.9045084971874737,keep,in_progress,2,0
22,0.6307331923320542,0.6501222483329382,0.6666666666666666,0.6,0.78,0.07103157766507107,9.323271144463918e-05,0.24074074074074073,3,10,0.6545084971874737,keep,in_progress,2,0
23,0.6274989322789449,0.6470292688363487,0.7,0.6538461538461539,0.7844444444444444,0.06929098966845772,8.86743074132945e-05,0.24074074074074073,3,5,0.34549150281252633,keep,in_progress,2,0
24,0.6243996155399574,0.6441412160064015,0.7,0.6538461538461539,0.7955555555555556,0.06773684455952529,8.470433162111422e-05,0.24074074074074073,3,1,0.09549150281252633,keep,in_progress,2,0
25,0.6896218897222623,0.641449791046773,0.7,0.6538461538461539,0.8088888888888889,0.09704852844703762,0.00012960216215947209,0.18055555555555555,4,0,0.0,add_layer,committed,4,0
26,0.6835847586353712,0.6789741733668617,0.6166666666666667,0.5490196078431373,0.6611111111111111,0.09900763929709355,0.00013515254846808454,0.18055555555555555,4,0,0.0,keep,none,4,0
27,0.677436824732435,0.6739708161261935,0.6,0.5384615384615384,0.7022222222222223,0.1004928210189853,0.00013949208960751267,0.18055555555555555,4,0,0.0,keep,none,4,0
28,0.6712097264999634,0.6690636029537437,0.6333333333333333,0.5925925925925926,0.7244444444444444,0.10146123293876952,0.0001424275122217561,0.18055555555555555,4,0,0.0,keep,none,4,0
29,0.6649406697590714,0.6642610559328119,0.65,0.6181818181818182,0.7366666666666667,0.10185973471011721,0.00014374902332908184,0.18055555555555555,4,0,0.0,keep,none,4,0
30,0.6586847849143962,0.659569923281046,0.6666666666666666,0.6428571428571429,0.75,0.10163289045083941,0.00014326823434545276,0.18055555555555555,4,0,0.0,stop_growth,none,4,0
31,0.6525056149698352,0.6550129211600111,0.7,0.6896551724137931,0.7633333333333333,0.10078282537514321,0.00014099389589267118,0.18055555555555555,4,0,0.0,keep,none,4,0
32,0.6464638280502836,0.6506190713440446,0.7166666666666667,0.711864406779661,0.78,0.0993512547859589,0.0001370791672835188,0.18055555555555555,4,0,0.0,keep,none,4,0
33,0.6406136081263087,0.6464151102223138,0.7166666666666667,0.711864406779661,0.79,0.09740476318048666,0.0001317713712548459,0.18055555555555555,4,0,0.0,keep,none,4,0
34,0.6349989437531866,0.6424172042463033,0.7333333333333333,0.7333333333333333,0.8066666666666666,0.09502871782641165,0.00012538262546588628,0.18055555555555555,4,0,0.0,keep,none,4,0
35,0.6296500954498793,0.6386275282306033,0.7666666666666667,0.7741935483870968,0.8222222222222222,0.09231300951377318,0.00011823781316355281,0.18055555555555555,4,0,0.0,stop_growth,none,4,0
36,0.6245836573448686,0.6350363971540719,0.8,0.8064516129032258,0.8300000000000001,0.08933675863607234,0.00011062487326925029,0.18055555555555555,4,0,0.0,keep,none,4,0
37,0.6198061942375204,0.6316277025433522,0.8,0.8064516129032258,0.8388888888888888,0.08616276675918128,0.00010277652995992277,0.18055555555555555,4,0,0.0,keep,none,4,0
38,0.6153188539910608,0.6283841925197706,0.7833333333333333,0.7796610169491526,0.8488888888888888,0.0828440029404311,9.488429157997282e-05,0.18055555555555555,4,0,0.0,keep,none,4,0
39,0.6111201199559052,0.6252898799636148,0.7833333333333333,0.7796610169491526,0.8588888888888888,0.07943570075507025,8.712346682266113e-05,0.18055555555555555,4,0,0.0,keep,none,4,0
