epoch,training_loss,validation_loss,accuracy,f1,roc_auc,grad_norm,spatial_grad_variance,near_zero_ratio,depth,n_entangling_gates,entangler_strength,scheduler_action,mutation_status,n_commits,n_rollbacks
0,0.6967093890636354,0.6978542034265462,0.515527950310559,0.04878048780487805,0.4276234567901235,0.026049992475254292,1.3998250931407684e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
1,0.695628044355273,0.6969818312853091,0.515527950310559,0.07142857142857142,0.43873456790123455,0.026167869647957826,1.4105414947084966e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
2,0.6945358292540679,0.6960899063455878,0.5217391304347826,0.07228915662650602,0.4520061728395061,0.02624726910134622,1.4171531644496698e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
3,0.6934355619171265,0.6951803681748943,0.5279503105590062,0.6122448979591837,0.4682098765432099,0.02627435665143339,1.4181732209666163e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
4,0.6923310193549461,0.6942560633419808,0.5590062111801242,0.6282722513089005,0.483641975308642,0.02624137111597815,1.4128078161565176e-05,0.1875,2,14,1.0,keep,none,0,0
5,0.6912265409255577,0.693320374466846,0.5652173913043478,0.6354166666666666,0.4969135802469136,0.02614398758682167,1.4006799669165866e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
6,0.6901267542770534,0.6923769662106994,0.5714285714285714,0.6145251396648045,0.508641975308642,0.025980952367549062,1.3817897469442663e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
7,0.6890363983119498,0.6914296769404198,0.577639751552795,0.6222222222222222,0.5180555555555555,0.025753972256800567,1.3564971760251905e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
8,0.6879601461517065,0.6904824725751014,0.5900621118012422,0.625,0.5263888888888889,0.025467939988472316,1.3255298061685069e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
9,0.6869024291277037,0.6895394765828461,0.5900621118012422,0.6292134831460674,0.5351851851851852,0.02513111366134163,1.2899736384714943e-05,0.16666666666666666,2,14,1.0,keep,none,0,0
10,0.6858673110708948,0.6886050735981015,0.5962732919254659,0.632768361581921,0.5425925925925926,0.024754930876898524,1.251215773811982e-05,0.16666666666666666,2,14,1.0,propose_prune_layer,in_progress,0,0
11,0.6865034233353414,0.6876838261366078,0.6024844720496895,0.6363636363636364,0.5496913580246914,0.02716083084957246,1.5270089797546844e-05,0.16666666666666666,2,14,1.0,keep,in_progress,0,0
12,0.696055951272503,0.6895581537832384,0.6211180124223602,0.6629834254143646,0.5424382716049383,0.022437726437822842,1.048786947521996e-05,0.16666666666666666,2,14,1.0,keep,in_progress,0,0
13,0.694322431308743,0.6933683229244494,0.5590062111801242,0.4496124031007752,0.5209876543209876,0.021377034783142075,9.490954909906306e-06,0.16666666666666666,2,14,1.0,keep,in_progress,0,0
14,0.698738343881701,0.6905698132561842,0.5527950310559007,0.5263157894736842,0.5513888888888888,0.018432731225467982,7.049789861713613e-06,0.16666666666666666,2,14,1.0,keep,in_progress,0,0
15,0.6773726702045749,0.6992696204145956,0.5279503105590062,0.15555555555555556,0.42978395061728397,0.03540360011215491,2.4587054790752773e-05,0.16666666666666666,2,14,1.0,add_layer,committed,2,0
16,0.6756082941834921,0.6774021536913158,0.6645962732919255,0.6538461538461539,0.6760802469135803,0.03528923449663302,2.4418297060263766e-05,0.16666666666666666,2,14,1.0,keep,none,2,0
17,0.6738574473029851,0.6759031466939148,0.6770186335403726,0.6829268292682927,0.6850308641975308,0.035052971121920504,2.4098930791042246e-05,0.16666666666666666,2,14,1.0,keep,none,2,0
18,0.672131518726644,0.6744477628786543,0.6956521739130435,0.6956521739130435,0.6939814814814815,0.03471366212136929,2.3656891429317354e-05,0.16666666666666666,2,14,1.0,keep,none,2,0
19,0.6704398837725386,0.6730406438555027,0.6894409937888198,0.6835443037974683,0.7001543209876543,0.03429803343731237,2.312969727446208e-05,0.16666666666666666,2,14,1.0,keep,none,2,0
20,0.6860871835498709,0.6716780438728299,0.6956521739130435,0.6878980891719745,0.7043209876543209,0.04501014463533642,2.787378979767158e-05,0.1111111111111111,3,21,1.0,add_layer,committed,3,0
21,0.6839399077672978,0.6808499954327493,0.6770186335403726,0.6533333333333333,0.6830246913580247,0.04459877473981768,2.7381441180156018e-05,0.1111111111111111,3,21,1.0,keep,none,3,0
22,0.6818176251913305,0.6790267493561373,0.6894409937888198,0.6666666666666666,0.6972222222222222,0.04376620971299471,2.6382704673903355e-05,0.1111111111111111,3,21,1.0,keep,none,3,0
23,0.6797417346240606,0.6772671537564271,0.7018633540372671,0.6521739130434783,0.7070987654320987,0.042571005396707655,2.4974457632271306e-05,0.1111111111111111,3,21,1.0,keep,none,3,0
24,0.6777329395466802,0.6755917144516753,0.7018633540372671,0.6619718309859155,0.7154320987654321,0.041057821614808594,2.324247906143682e-05,0.1111111111111111,3,21,1.0,keep,none,3,0
25,0.6758087793015211,0.6740174200742381,0.7018633540372671,0.6883116883116883,0.7223765432098765,0.03928714823850178,2.1291715381196576e-05,0.1111111111111111,3,21,1.0,propose_prune_layer,in_progress,3,0
26,0.6746262505608418,0.6725584220153777,0.7142857142857143,0.6973684210526315,0.7243827160493828,0.0427514071124009,2.5256237878953328e-05,0.1111111111111111,3,21,1.0,keep,in_progress,3,0
27,0.6765717946553277,0.6715888962680073,0.7018633540372671,0.6923076923076923,0.7331790123456791,0.04231178195829182,2.486277368956814e-05,0.1111111111111111,3,21,1.0,keep,in_progress,3,0
