seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-1.597669525442464,-1.0067526383081142,0.6666666666666666,0.75,0.7457627118644068,8,6,0
1,-1.5793588227207198,-1.1003873585924575,0.4666666666666667,0.5833333333333334,0.46808510638297873,7,5,0
2,-2.103029974122012,-1.0186218578041184,0.5333333333333333,0.7166666666666667,0.7213114754098361,7,5,0
