epoch,training_loss,validation_loss,accuracy,f1,roc_auc,grad_norm,spatial_grad_variance,near_zero_ratio,depth,n_entangling_gates,entangler_strength,scheduler_action,mutation_status,n_commits,n_rollbacks
18,0.6906855187243334,0.6888483356173736,0.6583850931677019,0.717948717948718,0.6847222222222221,0.025239501318323372,6.633442906573039e-06,0.08333333333333333,4,32,1.0,keep,none,2,0
19,0.6888888642430087,0.6876979572321198,0.6832298136645962,0.7357512953367875,0.711574074074074,0.024051207464462022,6.021317692968844e-06,0.08333333333333333,4,32,1.0,keep,none,2,0
20,0.6872207925415345,0.6866413457104683,0.7018633540372671,0.7446808510638298,0.726388888888889,0.022799036231765192,5.4084158697890015e-06,0.08333333333333333,4,32,1.0,propose_reduce_entanglement,in_progress,2,0
21,0.6856904760621407,0.6856828451102318,0.7142857142857143,0.7444444444444445,0.737037037037037,0.021569290662380208,4.83887259691159e-06,0.08333333333333333,4,29,0.9045084971874737,keep,in_progress,2,0
22,0.6842995580285914,0.6848214592786166,0.6956521739130435,0.7379679144385026,0.7442901234567901,0.020416784207348073,4.334523596176194e-06,0.08333333333333333,4,21,0.6545084971874737,keep,in_progress,2,0
23,0.6830434263671441,0.6840516012900892,0.7018633540372671,0.75,0.750925925925926,0.0193686748278303,3.900761179234877e-06,0.08333333333333333,4,11,0.34549150281252633,keep,in_progress,2,0
24,0.6819111577310688,0.6833626344435145,0.7080745341614907,0.7044025157232704,0.7550925925925926,0.018433669876680624,3.5338191138794156e-06,0.08333333333333333,4,3,0.09549150281252633,keep,in_progress,2,0
25,0.6921826962566113,0.6827407504952226,0.6956521739130435,0.6993865030674846,0.7523148148148149,0.02518591280667651,5.258088541465366e-06,0.06666666666666667,5,0,0.0,add_layer,committed,4,0
26,0.6901343335396579,0.6908723271647056,0.5962732919254659,0.6524064171122995,0.5976851851851852,0.024978130546521184,5.179434449780674e-06,0.06666666666666667,5,0,0.0,keep,none,4,0
27,0.6881588197681187,0.6894880053226584,0.6211180124223602,0.6114649681528662,0.644753086419753,0.024641889887856608,5.0450640343335946e-06,0.06666666666666667,5,0,0.0,keep,none,4,0
28,0.6862550970248437,0.6882051891199352,0.6521739130434783,0.6363636363636364,0.677932098765432,0.02421276967091401,4.872824265071439e-06,0.06666666666666667,5,0,0.0,keep,none,4,0
29,0.6844294632984951,0.6869942076657387,0.6583850931677019,0.6857142857142857,0.7006172839506173,0.02366712775730208,4.656252961454508e-06,0.06666666666666667,5,0,0.0,keep,none,4,0
30,0.6937470145890261,0.6858520806172274,0.6832298136645962,0.6792452830188679,0.711574074074074,0.029086102397998886,5.874879342325286e-06,0.05555555555555555,6,0,0.0,add_layer,committed,5,0
31,0.6911559703871029,0.6890166771471705,0.6335403726708074,0.5426356589147286,0.6333333333333333,0.029155346733721044,5.902654185572754e-06,0.05555555555555555,6,0,0.0,keep,none,5,0
32,0.6886142397839811,0.686968930894588,0.6708074534161491,0.624113475177305,0.7024691358024691,0.028896322724529817,5.797872031106919e-06,0.05555555555555555,6,0,0.0,keep,none,5,0
