episode,return,return_ma100
1,-3.95404502858718,-3.95404502858718
2,-3.896068889670731,-3.9250569591289555
3,-1.0233588722141467,-2.9578242634906857
4,-0.5602797824806789,-2.358438143238184
5,-0.37263645668031753,-1.961277805926611
6,-0.36945447616497806,-1.6959739176330053
7,-1.0121871755914635,-1.5982900973413565
8,-0.33818058853158445,-1.440776408740135
9,-3.37721585119201,-1.6559363467903434
10,-5.500530300671738,-2.040395742178483
11,-1.6517959011495287,-2.0050684839031234
12,-6.273186341724506,-2.360744972054905
13,-0.9892840934997563,-2.255247981396817
14,-1.955829842035283,-2.2338609714424216
15,-7.886132361578744,-2.6106790641181763
