seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.6874701634016476,-0.557059189380803,0.6666666666666666,0.4666666666666667,0.4838709677419355,2,4,1
1,-3.022930980311342,-1.2582136725348618,0.4666666666666667,0.7833333333333333,0.7796610169491526,4,4,0
2,-2.651055887940604,-1.0568972611839942,0.5333333333333333,0.35,0.2909090909090909,5,4,1
