seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.269312899757503,-0.4969320758488044,0.5333333333333333,0.48333333333333334,0.6265060240963856,3,5,0
1,-1.691941632933362,-0.06594864299620308,0.48333333333333334,0.75,0.7619047619047619,3,2,0
2,-2.186755925024933,-0.19782827077476256,0.43333333333333335,0.6333333333333333,0.5217391304347826,4,4,0
