seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.0429131831172582,0.05285963659621967,0.38333333333333336,0.6166666666666667,0.7088607594936709,8,6,0
1,-2.200813388358662,-1.3502094110017613,0.43333333333333335,0.7166666666666667,0.7733333333333333,7,5,0
2,-2.312642393412439,-1.0252244557043795,0.5666666666666667,0.6,0.5384615384615384,5,6,0
