benchmark_mode,objective_type,budget_normalization,experiment_group,dataset_name,target_mode,batch_id,fixed_batch_seed,batch_size,batch_class_counts,ansatz_type,gate_set,encoding_type,feature_map,entanglement_topology,entangler_type,loss_type,readout_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,hilbert_dim,n_params,n_entangling_gates,objective_value,loss_value,mean_abs_grad,spatial_grad_variance,log10_spatial_grad_variance,grad_norm,normalized_grad_norm,max_abs_grad,min_abs_grad,near_zero_ratio,target_grad,batch_accuracy,mean_pred_probability,std_pred_probability
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,1,1,5,5,5,0,0,64,18,5,1.310086036023999,1.310086036023999,0.06314045872234446,0.05042753487118847,-1.2973322616248706,0.9697559235221449,0.22857366320611056,0.9520468220426792,1.9873925958334025e-17,0.8888888888888888,-0.18448143495951916,0.375,0.10672329882180161,0.11838145012873948
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,1,1,5,5,5,1,1,64,18,5,0.5829598866897558,0.5829598866897558,0.030559704616433814,0.01572322204485037,-1.803458452386093,0.5472511869304492,0.12898834176363586,0.5472438652622601,4.336808689942018e-19,0.8888888888888888,0.0028308178335482758,0.625,0.8715846660559918,0.09677452348990057
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,1,1,5,5,5,2,2,64,18,5,1.140622958396122,1.140622958396122,0.042636062693028456,0.01639615087160418,-1.7852580941123233,0.5433331573263468,0.12806485332965237,0.40272242532835545,1.351778077020911e-17,0.8888888888888888,0.40272242532835545,0.375,0.13703845552524047,0.1211491240515688
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,1,1,5,5,5,3,3,64,18,5,1.3019352353144653,1.3019352353144653,0.08517115681699022,0.11004680485011786,-0.9584225624346414,1.4530714897987365,0.342492234661842,1.450736417622949,9.990781921426502e-18,0.8888888888888888,-0.08234440508287358,0.375,0.10776490287347021,0.12021839734654527
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,1,1,5,5,5,4,4,64,18,5,0.4889841097149456,0.4889841097149456,0.01857406287242743,0.004592220292862198,-2.3379772866206046,0.2932682999333282,0.06912400119663557,0.2898795934169446,6.880960995563565e-19,0.8888888888888888,-0.04445353828674897,0.625,0.7795122286740419,0.12259228848202908
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,2,2,10,10,5,5,0,64,36,10,0.5465737638619774,0.5465737638619774,0.028267069860855063,0.004453770386213811,-2.351272176743111,0.4059980927335752,0.0676663487889292,0.21899403850164526,2.710505431213761e-20,0.7777777777777778,-0.21899403850164526,0.875,0.5087728061077995,0.0989840137329056
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,2,2,10,10,5,6,1,64,36,10,0.7213251082994319,0.7213251082994319,0.02398293051560063,0.0039303699358014255,-2.4055665708673013,0.376714263554407,0.06278571059240116,0.26428944911660834,1.6263032587282567e-19,0.7777777777777778,-0.26428944911660834,0.5625,0.4212974321853228,0.057407191396407355
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,2,2,10,10,5,7,2,64,36,10,0.9653157009745056,0.9653157009745056,0.024792430447000195,0.006808163371779004,-2.16697003127088,0.4965536876161758,0.0827589479360293,0.4337601308792774,5.421010862427522e-19,0.7777777777777778,-0.11477120587481683,0.125,0.4890535074249201,0.13454052188366614
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,2,2,10,10,5,8,3,64,36,10,0.9449242313232791,0.9449242313232791,0.04770704083478023,0.01622060546771196,-1.7899329388808054,0.771591755110651,0.12859862585177517,0.47256525114995673,1.0842021724855044e-19,0.7777777777777778,0.47256525114995673,0.375,0.3406687537135374,0.05675809561852079
task_aware_bp,supervised_loss,same_depth,bcw_6q_task_aware,breast_cancer,binary_subset,0,42,16,"{0: 6, 1: 10}",hea,RX_RY_RZ_CNOT,angle,ry_angle,linear,cnot,binary_cross_entropy,single_qubit_z,6,2,2,10,10,5,9,4,64,36,10,0.7875693234761387,0.7875693234761387,0.024022293843854164,0.0052637892440229985,-2.2787015076901107,0.4426121526708994,0.07376869211181657,0.37445511040219526,5.160733585555533e-19,0.7777777777777778,0.09388009802093399,0.375,0.3581575293568906,0.020544227637360298
