seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.432177196167182,-1.1531349084111115,0.5333333333333333,0.7666666666666667,0.7878787878787878,7,5,0
1,-1.8298723273407642,0.22957861309333522,0.48333333333333334,0.5833333333333334,0.2857142857142857,5,4,1
2,-1.8960264985798039,-0.34519066890231376,0.43333333333333335,0.5,0.0,7,5,0
