seed,return_last100,return_best,acc_start,acc_end,f1_end,depth_end,n_commits,n_rollbacks
0,-2.02705814905861,-0.36969075659308437,0.5,0.6333333333333333,0.56,8,6,0
1,-0.6746661382012792,0.3241367434767992,0.5666666666666667,0.65,0.6956521739130435,3,2,0
2,-2.0125484905895386,-0.8964329001341741,0.43333333333333335,0.7333333333333333,0.7575757575757576,8,6,0
